title,stars,comment
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Good as usual. It is big and let me feel comfortable

  
"
"







  
  
    Love this! I bought this bc I saw Spencer ...
  
",5.0 out of 5 stars,"









  
  
    
  Love this! I bought this bc I saw Spencer Pratt use it and he raved about it. I definitely agree with him-this stuff is awesome. It leaves yoir akin feeling so refreshed and healthy without any harsh chemicals.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Very moisture and gentle.

  
"
"







  
  
    Great price!
  
",5.0 out of 5 stars,"









  
  
    
  I love this for keeping my skin moist. I also use it before or after I apply product to my face to get a deeper rub in. It’s a great price. I recently moved from Florida, where my skin stayed moist from the humidity, to southern CA, where it’s dry. Keeping skin moist keeps the wrinkle look down. I’m 59 so this is an important part of my anti-aging regimen.

  
"
"







  
  
    Decent spray, just not for eczema.
  
",3.0 out of 5 stars,"









  
  
    
  I ordered this because of that viral user review on Reddit, in which the reviewer said it almost instantly relieved her eczema.... so I bought it for my daughter along with the XeraCalm A.D. creme to be used together. Well unfortunately it had no effect on her eczema and a little rash on her face, so she's no longer using it...I also used it with the creme on my lichen planus (skin condition similar to eczema) and saw no change. So I'm using it under my moisturizer as a facial spray! Works just fine for that and feels great when used, but I wouldn't necessarily purchase again given the price. Also I can't say its making a difference with my skin because I use lots of different products, but again it does feel refreshing when used.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great!!!

  
"
"







  
  
    Honestly, it's just water in mist form.
  
",2.0 out of 5 stars,"









  
  
    
  Honestly, it's just water in mist form. Can't say I feel as if my skin is any less dry after using it routinely for a couple weeks

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  I like this item. The result is better than I expected. I will keep buy this item.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  I am in love with this!  I have such sensitive skin and this does wonders for it!!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Really soothing

  
"
"







  
  
    AMAZING!!! BUY IT!!!
  
",5.0 out of 5 stars,"









  
  
    
  I love this thermal spring water. This is really the first time that I have used this type of a product. But it really does do everything it says it does. It will help remove your makeup and hydrate your skin. It will help with sun burns and rashes. I use this on my clients who have dry, normal, or combination skin. I will NOT use this on someone who is oily, and I will only use this on combination skin on the areas that are dehydrated. I use this for myself as well, of course. My son also broke out in a rash from something and this really helped hydrate his skin and take some of the itchy pain away (poor guy).  I can't believe it took me this long to try this. Plus the bottle is huge and it will last forever. I don't think I can live without this!

  
"
"







  
  
    Love the quality
  
",5.0 out of 5 stars,"









  
  
    
  Love the quality, price, and the size! It's really cool when you spray on your face and all over your body as well. Very nice even on sensitive skin. Keeps my skin soft and hydrated mornings and nights. I would recommend this to everyone and purchase again in the future.

  
"
"







  
  
    Horrible, leaked in package
  
",1.0 out of 5 stars,"









  
  
    
  So so bad, was punctured when I opened it and it leaked everywhere. Couldn't even use it. So unhappy!!!

  
"
"







  
  
    Great product, shipped fast!
  
",5.0 out of 5 stars,"









  
  
    
  Love this product - shipped fast

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Good product

  
"
"







  
  
    What a junk and piece of crap! Very disappointed
  
",1.0 out of 5 stars,"









  
  
    
  SInce I can't  return this, I am going to give one star.  I only used one day and  the spray  valve stopped working. As a result, I cannot use this at all. What a junk and piece of crap!  Very disappointed !

  
"
"







  
  
    Feels soooooo good.
  
",5.0 out of 5 stars,"









  
  
    
  Honestly I'd give it more stars if possible. I had scalp psoriasis and this helps more than any oil or cream I've ever used including prescriptions. I section my hair off and spray it onto my scalp. Honestly it's like automatic relief from the itching and burning. It doesn't make it goi away or anything but boy does it feel wonderful.

  
"
"







  
  
    Sooths my seborrheic dermatitis, keeps me fresh
  
",5.0 out of 5 stars,"









  
  
    
  I suffer from seborrheic dermatitis, it plagues my scalp, forehead, eyebrows, beard. You know, my general face area. It's bad enough looking like a lizard person all of the time because I have flakes all over my face, but for those of you who don't know, it can be physically irritating. Think of a burning-itchy sensation akin to mild sunburn. This spring water keeps that feeling in check, along with the urge to scratch or rub my face. I use this every day, several times a day and I love the simplicity of it and the fact that I don't have to plaster some goop all over my face that leaves it all oily and icky. This is just plain old water from a thermal spring. I can tell you that it's not tap water because tap water does not achieve these results. There is something soothing about this water due to its mineral composition. It's not magic and it's not going to heal me as this is something that until now, has no cure, but it sure as hell makes my face feel fresh and not all stretchy and cardboard-like.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Love it!!!! So refreshing!!!! Arrives on time!!!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  It's perfect

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Works good.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  i like it.

  
"
"







  
  
    my friend recommended this to me while I was on Accutane treatment ...
  
",5.0 out of 5 stars,"









  
  
    
  my friend recommended this to me while I was on Accutane treatment and it is wonderful -- we call it ""Magical Mist""

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  very good for dry skin

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  I have used this product for over four years. Really a fan of it. Though the price in U.S. is a bit high compared with HK.

  
"
"







  
  
    i wont lie, i spray this all over my ...
  
",5.0 out of 5 stars,"









  
  
    
  i wont lie, i spray this all over my face and know its just water but its magical water with a $$ price.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  GOOD BUT DEAR

  
"
"







  
  
    Good
  
",4.0 out of 5 stars,"









  
  
    
  I had bad skin when I was a teenager.  My mom got this for me.  Now I haven't seen anywhere but online.  Great to have this around all season.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Good. A little expensive.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  like it

  
"
"







  
  
    So Fresh so French
  
",5.0 out of 5 stars,"









  
  
    
  I use this to prep my skin before I wash, to dissolve hard water after rinsing, to soften skin masks when taking them off and to freshen throughout the day. I notice a difference in the clarity and softness of my skin since adding it to my regime. Thanks French girl skin care articles!

  
"
"







  
  
    Great
  
",5.0 out of 5 stars,"









  
  
    
  Great stuff; good for moisturizing, prepping skin for skincare products, nice and gentle

  
"
"







  
  
    Good as always
  
",5.0 out of 5 stars,"









  
  
    
  Good as always. I have been using this product for a long time. Very helpful for sensitive skins, especially when you expose yourself to sunshine for a long time.

  
"
"







  
  
    Disappointing...waste of $
  
",1.0 out of 5 stars,"









  
  
    
  A waste of time and money. I did not find it to be beneficial in any way. Disappointing.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Clean n fresh.

  
"
"







  
  
    Great for sensitive skin and hot summer days!
  
",5.0 out of 5 stars,"









  
  
    
  I have a minor case of rosacea and my dermatologist once recommended this to appease my skin. That was some twenty years ago and I still use it to this day. It doesn't claim that it will fix the problem and yet, it calms and soothes my skin almost instantly. I also use it on very hot days to cool myself down. I have dry skin and this does tend to dry out my skin a little bit after I apply it, but I follow up with a tiny bit of moisturizer after it has dried out and it's all back to normal.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Good

  
"
"







  
  
    Four Stars
  
",4.0 out of 5 stars,"









  
  
    
  product itself is excellent, but when I open the lid white stuff was falling off

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  its just water in a pressure bottle, you should already know that

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great product!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great product! will order agian

  
"
"







  
  
    Four Stars
  
",4.0 out of 5 stars,"









  
  
    
  good

  
"
"







  
  
    Refreshing and gentle on skin
  
",5.0 out of 5 stars,"









  
  
    
  I don't know what it is about thermal waters. I'm not sure if they really do anything, but I love using them and Avene is a French favorite! Use it throughout the day to feel refreshed and give your skin a slight glow. I definitely need to get a travel size to keep in my purse to use throughout the work day!

  
"
"







  
  
    Three Stars
  
",3.0 out of 5 stars,"









  
  
    
  I really like this product, sadly it came without the lid.

  
"
"







  
  
    East refreshing light cleanse
  
",5.0 out of 5 stars,"









  
  
    
  Wonderful product, repeat buyer, encourages hygiene, quick and easy to use anytime

  
"
"







  
  
    Love it! It’s my first time using it but ...
  
",5.0 out of 5 stars,"









  
  
    
  Love it! It’s my first time using it but I can tell my skin gets very fresh every spray I take

  
"
"







  
  
    So I think the quality of the bottle is not so good. I suggest people who are reading this review ...
  
",2.0 out of 5 stars,"









  
  
    
  The pump/cap part does not work after a while, can't spray normally and there is still a lot of water in it.  After reading the reviews I don't think I'm alone.  So I think the quality of the bottle is not so good.I suggest people who are reading this review use it within a short period of time or switch to another brand

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  good dispensing

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  The product is very beautiful and fast shipping p

  
"
"







  
  
    amazing
  
",5.0 out of 5 stars,"









  
  
    
  This product is amazing!  Everybody should be using it

  
"
"







  
  
    Four Stars
  
",4.0 out of 5 stars,"









  
  
    
  just so so……

  
"
"







  
  
    This is a summer must have. At the lake ...
  
",5.0 out of 5 stars,"









  
  
    
  This is a summer must have.  At the lake, at home in front of fan or if you are a woman of a certain age with night sweats -- this is a can of instant refreshing relief from heat, sweating and sunburns.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  A summertime must!

  
"
"







  
  
    Super! I use this to seal my moisturizer
  
",5.0 out of 5 stars,"









  
  
    
  Super!  I use this to seal my moisturizer!  Love it!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  LOVE THIS STUFF!

  
"
"







  
  
    It is really really good. It makes my dry face nice and moist ...
  
",5.0 out of 5 stars,"









  
  
    
  It is really really good. It makes my dry face nice and moist even though i have sensitive dry skin! I love it.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  the best for your skin, really fresh.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Good

  
"
